file	percent	reads	taxon_id	taxon_name
R22.L	0.000119	1	328812	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides goldsteinii;
R22.L	0.000119	1	332249	Bacteria;Deinococcus-Thermus;Deinococci;Trueperales;Trueperaceae;Truepera;Truepera radiovictrix;
R22.L	0.000119	1	337479	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia;Rickettsia endosymbiont of Bemisia tabaci;
R22.L	0.000119	1	347534	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Zobellella;Zobellella denitrificans;
R22.L	0.000119	1	351091	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;Oscillibacter valericigenes;
R22.L	0.000119	1	361111	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfoglaeba;Desulfoglaeba alkanexedens;
R22.L	0.000119	1	367791	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga;Flammeovirga yaeyamensis;
R22.L	0.000119	1	373994	Bacteria;Cyanobacteria;NA;Nostocales;Rivulariaceae;Rivularia;Rivularia sp. PCC 7116;
R22.L	0.000119	1	379067	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces bingchenggensis;
R22.L	0.000119	1	386487	Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;Candidatus Ruthia;Candidatus Ruthia magnifica;
R22.L	0.000119	1	395922	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita;Coraliomargarita akajimensis;
R22.L	0.000119	1	401471	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;Undibacterium parvum;
R22.L	0.000119	1	402297	Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides daphniae;
R22.L	0.000119	1	404589	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter sp. Fw109-5;
R22.L	0.000119	1	408139	Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;Leptospira kmetyi;
R22.L	0.000119	1	417367	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Paenisporosarcina;Paenisporosarcina antarctica;
R22.L	0.000119	1	437505	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus;Granulosicoccus antarcticus;
R22.L	0.000119	1	437897	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas funiformis;
R22.L	0.000119	1	444103	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. CNQ-509;
R22.L	0.000119	1	444444	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Chelatococcaceae;Chelatococcus;Chelatococcus daeguensis;
R22.L	0.000119	1	447471	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Simiduia;Simiduia agarivorans;
R22.L	0.000119	1	450734	Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides dokdonensis;
R22.L	0.000119	1	453304	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Agromyces;Agromyces aureus;
R22.L	0.000119	1	454601	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Maritalea;Maritalea myrionectae;
R22.L	0.000119	1	529884	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Rhodoluna;Rhodoluna lacicola;
R22.L	0.000119	1	531813	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Pelagibacterium;Pelagibacterium halotolerans;
R22.L	0.000119	1	536044	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanolobus;Methanolobus zinderi;
R22.L	0.000119	1	543877	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Pelagerythrobacter;Pelagerythrobacter marensis;
R22.L	0.000119	1	544645	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas virosa;
R22.L	0.000119	1	553510	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces gilvosporeus;
R22.L	0.000119	1	553981	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Nitrosacidococcus;Candidatus Nitrosacidococcus tergens;
R22.L	0.000119	1	564064	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;Spirosoma rigui;
R22.L	0.000119	1	571177	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina alkanivorans;
R22.L	0.000119	1	577489	Bacteria;Cyanobacteria;NA;Chroococcales;Aphanothecaceae;Euhalothece;Euhalothece natronophila;
R22.L	0.000119	1	645517	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Paraurantiacibacter;Paraurantiacibacter namhicola;
R22.L	0.000119	1	646637	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. M2;
R22.L	0.000119	1	648998	Viruses;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Avipoxvirus;Penguinpox virus;
R22.L	0.000119	1	649756	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus;
R22.L	0.000119	1	655015	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis;Methylocystis bryophila;
R22.L	0.000119	1	658630	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. CMR5c;
R22.L	0.000119	1	659352	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. SN-593;
R22.L	0.000119	1	674703	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Rhodoplanes;Rhodoplanes sp. Z2-YC6860;
R22.L	0.000119	1	683042	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter denitrificans;
R22.L	0.000119	1	704125	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. C5S11;
R22.L	0.000119	1	715451	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;Alteromonas naphthalenivorans;
R22.L	0.000119	1	716816	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Oceanicoccus;Oceanicoccus sagamiensis;
R22.L	0.000119	1	718192	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Litorilituus;Litorilituus sediminis;
R22.L	0.000119	1	748280	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Pseudogulbenkiania;Pseudogulbenkiania sp. NH8B;
R22.L	0.000119	1	756892	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter indicus;
R22.L	0.000119	1	879274	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella;Shinella sp. HZN7;
R22.L	0.000119	1	884684	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Mageeibacillus;Mageeibacillus indolicus;
R22.L	0.000119	1	904039	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter sp. NEB 688;
R22.L	0.000119	1	911092	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;Caldanaerobacter subterraneus;
R22.L	0.000119	1	914153	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas;Salinimonas lutimaris;
R22.L	0.000119	1	930805	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;Halioglobus japonicus;
R22.L	0.000119	1	980251	Bacteria;Planctomycetes;Planctomycetia;Pirellulales;Pirellulaceae;Mariniblastus;Mariniblastus fucicola;
R22.L	0.000119	1	991904	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Polymorphum;Polymorphum gilvum;
R22.L	0.000119	1	998086	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Phikzvirus;Pseudomonas phage PhiPA3;
R22.L	0.000119	1	1008152	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haladaptatus;Haladaptatus pallidirubidus;
R22.L	0.000119	1	1032243	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter sp. RM6914;
R22.L	0.000119	1	1032851	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium nuruki;
R22.L	0.000119	1	1042156	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. SY8519;
R22.L	0.000119	1	1050174	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium epidermidicanis;
R22.L	0.000119	1	1085644	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Allofrancisella;Allofrancisella frigidaquae;
R22.L	0.000119	1	1104324	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum ferrireducens;
R22.L	0.000119	1	1138383	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium paraintracellulare;
R22.L	0.000119	1	1159327	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Pontimonas;Pontimonas salivibrio;
R22.L	0.000119	1	1173101	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas paludis;
R22.L	0.000119	1	1176198	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces harbinensis;
R22.L	0.000119	1	1190813	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas shioyasakiensis;
R22.L	0.000119	1	1193712	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma;'Catharanthus roseus' aster yellows phytoplasma;
R22.L	0.000119	1	1196083	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella;Snodgrassella alvi;
R22.L	0.000119	1	1214604	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus;Tumebacillus algifaecis;
R22.L	0.000119	1	1229727	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Salipiger;Salipiger profundus;
R22.L	0.000119	1	1232575	Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;Acidithiobacillus ferridurans;
R22.L	0.000119	1	1235990	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Candidatus Pantoea carbekii;
R22.L	0.000119	1	1241982	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium nakagawai;
R22.L	0.000119	1	1249552	Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;Pseudohongiella;Pseudohongiella spirulinae;
R22.L	0.000119	1	1249553	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Bacterioplanes;Bacterioplanes sanyensis;
R22.L	0.000119	1	1294143	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. ATCC 13867;
R22.L	0.000119	1	1325724	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas vancanneytii;
R22.L	0.000119	1	1333996	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Variibacter;Variibacter gotjawalensis;
R22.L	0.000119	1	1353136	Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus sp. CBW1004;
R22.L	0.000119	1	1367203	Viruses;NA;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus;Hemileuca species nucleopolyhedrovirus;
R22.L	0.000119	1	1387353	Bacteria;Planctomycetes;Planctomycetia;Isosphaerales;Isosphaeraceae;Paludisphaera;Paludisphaera borealis;
R22.L	0.000119	1	1404888	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium sp. 1(2017);
R22.L	0.000119	1	1434191	Bacteria;Proteobacteria;Alphaproteobacteria;Maricaulales;Maricaulaceae;Glycocaulis;Glycocaulis alkaliphilus;
R22.L	0.000119	1	1457250	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloarculaceae;Halapricum;Halapricum salinum;
R22.L	0.000119	1	1481186	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Saclayvirus;Acinetobacter phage vB_AbaM_Acibel004;
R22.L	0.000119	1	1492737	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium gilvum;
R22.L	0.000119	1	1494608	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter sp. PAMC 25486;
R22.L	0.000119	1	1500254	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus;Aneurinibacillus soli;
R22.L	0.000119	1	1521117	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;Corallococcus sp. EGB;
R22.L	0.000119	1	1526658	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea;Bosea vaviloviae;
R22.L	0.000119	1	1534348	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium sarraceniae;
R22.L	0.000119	1	1582259	Bacteria;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;Gudongella;Gudongella oleilytica;
R22.L	0.000119	1	1591409	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudohalocynthiibacter;Pseudohalocynthiibacter aestuariivivens;
R22.L	0.000119	1	1609531	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium rhizoplanae;
R22.L	0.000119	1	1620215	Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfuricaulis;Sulfuricaulis limicola;
R22.L	0.000119	1	1635327	Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Zophobihabitans;Zophobihabitans entericus;
R22.L	0.000119	1	1674146	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Borreliaceae;Borreliella;Borreliella mayonii;
R22.L	0.000119	1	1679444	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia glycaniphila;
R22.L	0.000119	1	1690221	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces spongiicola;
R22.L	0.000119	1	1702097	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Saccharolobus;Saccharolobus caldissimus;
R22.L	0.000119	1	1704499	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;Methylovulum psychrotolerans;
R22.L	0.000119	1	1705394	Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;Candidatus Thioglobus;Candidatus Thioglobus autotrophicus;
R22.L	0.000119	1	1714373	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium sp. No. 7;
R22.L	0.000119	1	1716543	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium thermarum;
R22.L	0.000119	1	1720343	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp. 1_2015MBL_MicDiv;
R22.L	0.000119	1	1751046	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Fluviibacteraceae;Fluviibacter;Fluviibacter phosphoraccumulans;
R22.L	0.000119	1	1751100	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. GENT11;
R22.L	0.000119	1	1752063	Bacteria;Cyanobacteria;NA;Nostocales;Hapalosiphonaceae;Fischerella;Fischerella sp. NIES-3754;
R22.L	0.000119	1	1755811	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Paraphotobacterium;Paraphotobacterium marinum;
R22.L	0.000119	1	1768108	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus actinosclerus;
R22.L	0.000119	1	1778262	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Candidatus Doolittlea;Candidatus Doolittlea endobia;
R22.L	0.000119	1	1784719	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter triazinivorans;
R22.L	0.000119	1	1795355	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola;Echinicola strongylocentroti;
R22.L	0.000119	1	1806885	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;Sphingorhabdus sp. M41;
R22.L	0.000119	1	1809410	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herminiimonas;Herminiimonas arsenitoxidans;
R22.L	0.000119	1	1813879	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas panacisoli;
R22.L	0.000119	1	1813880	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Tetrasphaera;Tetrasphaera sp. HKS02;
R22.L	0.000119	1	1814290	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;Nitrosococcus wardiae;
R22.L	0.000119	1	1844999	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria sp. PSOL-1;
R22.L	0.000119	1	1848900	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. ST1015;
R22.L	0.000119	1	1860122	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Halothiobacillus;Halothiobacillus sp. LS2;
R22.L	0.000119	1	1878942	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Candidatus Fukatsuia;Candidatus Fukatsuia symbiotica;
R22.L	0.000119	1	1892855	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingosinicellaceae;Sphingosinicella;Sphingosinicella sp. BN140058;
R22.L	0.000119	1	1903694	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera;Oceanisphaera avium;
R22.L	0.000119	1	1921510	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Tardibacter;Tardibacter chloracetimidivorans;
R22.L	0.000119	1	1923486	Viruses;NA;NA;NA;NA;NA;Wenling crustacean virus 3;
R22.L	0.000119	1	1926868	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax monticola;
R22.L	0.000119	1	1944646	Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Phoenicibacter;Phoenicibacter congonensis;
R22.L	0.000119	1	1974213	Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris;Prosthecochloris sp. HL-130-GSB;
R22.L	0.000119	1	1977088	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces ficellus;
R22.L	0.000119	1	1982042	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Tsuneonella;Tsuneonella mangrovi;
R22.L	0.000119	1	1987723	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;Cellvibrio sp. PSBB006;
R22.L	0.000119	1	2003188	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena;
R22.L	0.000119	1	2006110	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas chenhongjianii;
R22.L	0.000119	1	2017485	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium avium;
R22.L	0.000119	1	2023057	Viruses;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;NA;Orpheovirus IHUMI-LCC2;
R22.L	0.000119	1	2024580	Bacteria;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Plantactinospora;Plantactinospora sp. KBS50;
R22.L	0.000119	1	2030797	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Glaesserella;Glaesserella sp. 15-184;
R22.L	0.000119	1	2039234	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium;Halobacterium litoreum;
R22.L	0.000119	1	2045452	Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides houyundeii;
R22.L	0.000119	1	2047767	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Thermosulfurimonas;Thermosulfurimonas marina;
R22.L	0.000119	1	2048654	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;Solibacillus sp. R5-41;
R22.L	0.000119	1	2049881	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces dengpaensis;
R22.L	0.000119	1	2054173	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Candidatus Coxiella mudrowiae;
R22.L	0.000119	1	2055893	Archaea;Euryarchaeota;Halobacteria;Haloferacales;Halorubraceae;Halalkaliarchaeum;Halalkaliarchaeum desulfuricum;
R22.L	0.000119	1	2057791	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus sp. CR-Ec1;
R22.L	0.000119	1	2060084	Viruses;NA;NA;NA;NA;Pandoravirus;NA;
R22.L	0.000119	1	2077182	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;Sphingorhabdus sp. YGSMI21;
R22.L	0.000119	1	2079134	Viruses;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;Prasinovirus;Dishui lake phycodnavirus 1;
R22.L	0.000119	1	2080740	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium yudongzhengii;
R22.L	0.000119	1	2094021	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. WAC00288;
R22.L	0.000119	1	2099786	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salicibibacter;Salicibibacter kimchii;
R22.L	0.000119	1	2107708	Viruses;NA;NA;NA;NA;Pandoravirus;Pandoravirus neocaledonia;
R22.L	0.000119	1	2136173	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. So13.3;
R22.L	0.000119	1	2163011	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Orrella;Orrella marina;
R22.L	0.000119	1	2183582	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Saliniradius;Saliniradius amylolyticus;
R22.L	0.000119	1	2185087	Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Mitovirus;Chenopodium quinoa mitovirus 1;
R22.L	0.000119	1	2202148	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum thermophilum;
R22.L	0.000119	1	2202254	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus irradiatisoli;
R22.L	0.000119	1	2203724	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Oenococcus;Oenococcus sicerae;
R22.L	0.000119	1	2213200	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia mangyaensis;
R22.L	0.000119	1	2220065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Arequatrovirus;NA;
R22.L	0.000119	1	2267264	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;Alteromonas sp. RKMC-009;
R22.L	0.000119	1	2267833	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium oryzihabitans;
R22.L	0.000119	1	2268451	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;Candidatus Pelagibacter;Candidatus Pelagibacter sp. FZCC0015;
R22.L	0.000119	1	2269374	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus terrae;
R22.L	0.000119	1	2282170	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Kordia;Kordia sp. SMS9;
R22.L	0.000119	1	2291597	Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;Gallaecimonas;Gallaecimonas mangrovi;
R22.L	0.000119	1	2294034	Bacteria;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora craniellae;
R22.L	0.000119	1	2294119	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. CJ74;
R22.L	0.000119	1	2303332	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;Cellvibrio sp. KY-GH-1;
R22.L	0.000119	1	2305220	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. W1SF4;
